疾病分類,疾病名稱,症狀,併發症,危險族群,科別,部位
大腦與神經,自律神經失調,"頭痛,頭暈,胸悶,心悸,腸胃道不適,呼吸急促,冒汗,手腳發抖,肩頸肌肉緊張痠痛,耳鳴,手腳發麻或是同時伴隨心理上的失控感，甚至擔心自己即將死亡","失眠,憂鬱症,焦慮症,其他身心症","憂鬱症患者,焦慮症患者,完美主義或高自我要求者,情緒敏感者",精神科、身心科,全身
大腦與神經,恐慌症,"心跳加速,呼吸急促,害怕,焦慮,暈眩,頭痛,反胃,顫抖,冒冷汗,吞嚥困難,胸痛,胸悶,灼熱,指尖麻痺,失控","憂鬱症,畏懼症,懼曠症,高血壓,原發性心肌肥大症,甲狀腺機能亢進,睡眠障礙,飲食障礙","家族病史或個人病史中已有罹患恐慌症案例之人。,個性較內向，於生活上容易積蓄長期的壓力未能抒發的人。,神經敏感，容易緊張，對事或對人容易有預期性焦慮者。,完美主義性格，責任心與好勝心強的人。,社經地位較高，事業心重的人。,容易受外界影響的人，如在面對負面新聞充斥媒體的現代，帶著深信不疑的態度接收所有訊息，不予以過濾，很容易造成非常態的恐慌及聯想。",身心精神科,心理
大腦與神經,神經衰弱症,"精神倦怠,容易疲勞,腦力遲鈍,健忘,失眠,難入睡,多夢,易怒,躁動,缺乏耐心,頭痛,頭脹,頭暈目眩,耳鳴,肩頸僵硬,腰痠背痛,手腳痛,胸悶,食慾差,頻尿,腹瀉,消化不良,多汗,心跳加快,肌肉緊繃,注意力不集中,記憶力衰退","陽痿,早洩,月經失調,自律神經失調,焦慮症,憂鬱症,慮病症,恐慌症,強迫症","20至50歲的白領階級，重腦力工作者。,經常熬夜、作息不規律，或本身有失眠問題的人，睡眠不充足對腦神經傷害極大。,身兼數職的職業婦女，長期下來不僅體力透支、心神也會變得過度慢性疲勞。,處在競爭激烈環境之中，神經過度緊繃的人。,煩惱多、情緒壓力過大的人。,居住或工作環境經常變換，生活不安定的人。,本身罹患其他慢性疾病，長期身體的不適對腦神經細胞的過度刺激也易誘發神經衰弱，例如前列腺炎患者。","身心精神科,神經科","腦部,神經系統"
大腦與神經,顏面神經麻痺,"臉歪嘴斜,無法閉眼,眼睛乾澀,臉部麻痺,口水外流,抬頭紋消失,溢淚,味覺異常,聽覺異常","顏面神經功能不全,曝露性角膜炎",免疫力差的慢性病患。,神經科,臉
大腦與神經,強迫症,"強迫聯想,重複回憶,重複疑慮,反覆檢查,強迫洗滌,強迫計數,動作儀式化,強迫思考,思維對立化,焦慮","憂鬱症,躁鬱症,失眠,恐慌症,社交恐懼症","課業壓力過重的學生族群，尤以資優生發病率最高。,自我要求過嚴及完美主義的強迫性格者。,情緒較一般人敏感脆弱的人，個性偏內向、膽怯、怕犯錯、對自我能力缺乏自信心，遇事過度謹慎、容易自責、悲觀。",身心精神科,心理
大腦與神經,厭食症,"體重驟降,拒食,暴食,噁心,嘔吐,反胃,腹脹,疲倦,便祕,全身無力,精神抑鬱,暈眩,喘氣,心律不整,畏寒,低溫,貧血","憂鬱症,社交畏懼症,強迫症,腸胃機能失調,內分泌失調症候群,代謝失調,骨質疏鬆症,不孕症,低血壓,心臟病,低血糖,尿崩症,腎結石,多重器官衰竭,營養不良,電解質不平衡,脫水,月經停止","十二至二十歲左右的青春期少年，女男比例為十比一，過分在意身體形象、積極尋求同儕認同。,因職業需求需要不斷維持纖瘦身材的人，不分男女，如演員、舞者、模特兒、或騎師、舉重、柔道、摔角選手等運動員，亦有較高的罹病率,而多數患者的社經地位又屬於中上階層。,非常害怕變胖，經常想用各種方式減肥瘦身的人。,長期處在壓力大的環境之下，情緒焦慮、憂鬱的人。,個性上屬於固執與完美主義，對身體有較多負面評價與強迫行為的人。,本身罹患特殊生理疾病如癌症患者，疾病造成的疼痛或因藥物治療產生的副作用，易併發厭食症。,藥物濫用者，多數毒品如安非他命或古柯鹼的副作用之一就是造成食慾驟減，長期倚賴將引發厭食症。",身心精神科,心理
大腦與神經,妄想症,"頭暈,心神不寧,被害妄想,狂熱,疑神疑鬼,失眠,憂鬱,嫉妒,惱羞成怒,跟蹤,騷擾,襲擊","失智症,憂鬱症,躁鬱症","40歲以上。老年妄想症則多為60歲以上且罹患失智症的人，尤其重度失智症，好發率約五成。,重度憂鬱症患者，嚴重時很容易併發毀滅、自罪或被害等妄想症。,妄想性人格者，個性過分敏感、多疑、固執不知變通，對人缺乏基本的信賴感。,慢性酒精中毒者，好發酒精性妄想症狀如嫉妒妄想、自大妄想。,內向、孤僻，極少與外界接觸的人，例如獨居或守寡。,社經地位低、生活壓力過大、失業、無家可歸者，比一般人更容易病發妄想性精神病。",身心精神科,心理
大腦與神經,眩暈症,"頭暈,耳鳴,身體失去平衡,感覺快昏倒,感覺周圍空間及景物晃動","噁心,嘔吐,冒冷汗","1.引起眩暈症的疾病中，前庭神經炎好發於30 – 60 歲的中年人；梅尼爾氏症則好發於30-50 歲,2.作息不規律、生活壓力大、時常處於焦慮中者",耳鼻喉科、一般內科、神經科、神經內科,頭部
大腦與神經,癲癇症,"全身性強直陣攣發作,突然倒地,喪失意識,口吐白沫,四肢抽搐或僵直,大小便失禁,失神發作,目光遲滯,雙眼無神或眨眼,暫停言語,對於旁人的呼喚沒有反應,全身肌肉無力,肌抽躍發作,身體及四肢肌肉抽搐，抖動幅度會漸強","譫妄症,情緒障礙,認知功能障礙,憂鬱症,焦慮症,嗆傷","新生兒及孩童,65歲以上老人,腦組織受損傷者",神經內科、神經科、癲癇科,腦部
大腦與神經,熱傷害,"肌肉痙攣,肌肉疼痛,暫時性暈厥,大量出汗,疲倦,身體全身無力,頭暈,頭痛,說話喘,血壓降低,臉色蒼白,體溫升高","休克,心臟衰竭,心跳停止,多重器官衰竭,橫紋肌溶解,瀰散性血管內凝血,瞻妄症,意識改變,癲癇,昏迷","需於高溫環境中工作的勞動者,年長者,兒童,慢性病患者（如心臟病、高血壓、糖尿病或腎臟病等）",急診科、家庭醫學科,全身
大腦與神經,三叉神經痛,"臉部疼痛,咀嚼肌痙攣,臉部灼熱,臉部電擊感,單側頭痛","顏面麻木,臉部肌肉抽搐,臉歪嘴斜",40歲以上的中老年女性。,神經科,臉
大腦與神經,坐骨神經痛,"腰痛,下肢刺痛,灼熱感,麻痺感,觸電感,腿部無力,肌肉萎縮","馬尾症候群,性功能障礙,下肢癱瘓,神經根損傷,脊髓損傷,腰椎狹窄症候群","25~50歲的青壯年族群，尤其是需久坐辦公室或長時間使用電腦、長期站姿、坐姿不良者。,老年人因脊椎退化，亦是坐骨神經痛的好發族群。,從事搬運重物、體力勞動的工作者。,遭受外傷如骨折，或腰部病變、骨盆腔腫瘤，也可能造成坐骨神經痛。","骨科,神經科,復健科","下背部,臀部,大腿,小腿,足踝"
大腦與神經,椎間盤突出,"下背痛,腰痛,臀部痠痛,背部僵硬,坐骨神經痛,上下肢體肌肉痙攣,深部肌腱反射減弱,大小便失禁,下肢酸麻,腿部肌肉無力萎縮,行走困難","坐骨神經痛,馬尾症候群,性功能障礙,下肢癱瘓,神經根損傷,脊髓損傷,腰椎狹窄症候群","年齡30~50歲的青壯年族群，椎間盤彈性開始遞減、容易發生椎間盤退化。男性發生率高於女性，因男性從事勞動工作的比例高於女性，腰椎負荷亦較高，長期下來，便容易發生椎間盤退化。,需大量運用腰部力量的運動選手，如舉重、體操等。,從事須長時間搬運重物的職業、長期彎腰勞動的工作者。,受到運動傷害及突發性的外力撞擊，如車禍。,肥胖、過重、小腹凸出或孕婦等腰椎承受壓力較大者。,長期彎腰駝背、頸椎前傾，姿勢不正確者。,腹肌、背肌等核心肌群的肌力較弱者。因椎間盤受到的支持不足，較容易發生椎間盤突出。","骨科,神經科,復健科",脊椎
大腦與神經,運動神經元病,"肌肉萎縮,肌肉抽動,四肢無力,吞嚥困難,說話困難,口齒不清,肢體僵硬,全身癱瘓",呼吸衰竭,40～60歲的中老年人。,神經科,肌肉
大腦與神經,日落症候群,"意識混亂,躁動,踱步,具有攻擊性,不安,焦慮,沮喪,遊走,注意力不集中,尖叫,產生幻覺","躁動,不安,焦慮,胡言亂語","一、各種失智症患者，包含罹患阿爾茲海默氏症的失智症長者。,二、急、慢性意識混亂的長者。",精神科、神經科,精神行為表現
大腦與神經,肝昏迷（肝性腦病變）,"日夜顛倒,性格轉變,語言能力減退,肌肉抽搐抖動,反應遲頓,目光呆滯,嗜睡,精神混亂,口中有肝病異味,意識混亂,昏迷,智力退化",腦水腫,"肝硬化患者,肝癌患者,猛爆性肝炎患者,B肝、C肝患者",肝膽胃腸科,肝臟
大腦與神經,兒童顱咽管瘤,"視力衰退,視野缺損,視神經萎縮,失明,生長發育遲緩,長不高,肥胖,性遲熟,性早熟,尿崩,嘔吐,視乳頭水腫,大頭（嬰幼兒）,頭痛","中樞性高熱,意識障礙,尿崩症,循環衰竭,癲癇,消化道出血,無菌性腦膜炎,視力障礙,腦下垂體功能低下",null,兒童神經外科、腦神經外科、腫瘤科,蝶鞍上及腦下垂體附近
大腦與神經,常壓性水腦症,"步態不穩,腳板如被地板黏住,走路步距變小,起步或轉身困難,認知或行為功能異常,記憶力衰退,思考遲緩,反應緩慢,頻尿,急尿,尿失禁,大便失禁,嗜睡,人格改變","管路阻塞,腦出血,硬腦膜下出血,中樞神經系統感染,癲癇,腦脊髓液引流量不平衡",null,神經內科、神經外科,腦部
大腦與神經,脊髓性小腦萎縮症,"身體顫抖,動作變緩,動作精準度降低,步態不穩,易跌倒,行走時雙腳外開,眼球轉動異常,講話不清,吞嚥困難,學習、記憶等功能退化","智能減退,癲癇",有脊髓小腦萎縮症家族病史者，顯性遺傳機率達50%,神經內科,中樞神經
大腦與神經,神經母細胞瘤,"症狀與腫瘤位置有關（如在肚子內、胸腔、脊髓內、腎上腺內，會引起不同症狀）,肚子腫大,呼吸困難,下肢麻痺,四肢無力,步態不穩,貧血,高血壓,頭痛,潮紅,盜汗","癌細胞轉移（骨髓、骨頭、肝臟、軟組織、遠處淋巴結、腦部、皮膚、肺臟、肝臟及皮膚）,淋巴結腫大,肝腫大,上眼瞼下垂,上下眼瞼附近之瘀斑（熊貓眼）",10歲以下幼童，約一半的腫瘤好發於二歲以下，男童多於女童。,血液腫瘤科,"腎上腺,神經"
大腦與神經,神經纖維瘤,"皮膚咖啡牛奶斑,腋下或腹股溝雀斑,皮膚腫瘤,身體腫瘤,神經纖維瘤,前庭神經鞘瘤,虹膜色素缺陷瘤,視神經膠瘤,頭大身短,骨骼及軟組織異常增生,蝶骨缺陷,長骨皮質薄化,耳鳴,早衰性白內障","心血管缺陷,聽覺喪失,平衡感喪失,白內障,失明,內分泌系統疾患,白血病,嗜鉻細胞瘤,腦部腫瘤,惡性腫瘤,脊髓病變,認知功能障礙,學習障礙,生長遲緩,癲癇,高血壓,便秘,骨質疏鬆,脊柱側彎,假性關節",有神經纖維瘤家族史，尤其是一等血親中有此疾病者。,神經科,"皮膚,皮下組織,神經,骨骼"
骨科與肌肉,骨質疏鬆症（骨鬆）,"易骨折,脊椎壓迫性骨折,腕骨骨折,髖骨骨折",失能,"七十歲以上的年長者。,停經女性，根據統計，五十到六十歲的女性骨質量平均會減少25%，而同年齡男性的骨質量僅減少12%，明顯女性較男性嚴重。,具遺傳體質，家族中有骨質疏鬆症病史的人。,具不良飲食習慣或生活型態者。,長期濫用類固醇藥物的人。,罹患特殊疾病患者如甲狀腺機能亢進、糖尿病、肝臟病或洗腎病人，以及性腺功能不足者，如早發性停經的人。,經常減重、體重過輕的人。,未生產過的婦女。","骨科,風溼過敏免疫科",骨骼
骨科與肌肉,退化性關節炎,"關節酸痛無力,關節僵硬,足踝疼痛,腰痠背痛,蹲下站起困難,關節腫大積水,關節變形,骨刺生成","肢障,跛行","60歲以上的老年人，70 至 74 歲之間為高峰，女多於男。,體重過重者。,先天關節結構發育不良。,創傷或曾接受過切除性關節手術。,有遺傳病史者。,不當之生活型態，如抽菸、喝酒等。",骨科;復健科,關節軟骨
骨科與肌肉,足底筋膜炎,"小腿緊繃,腳跟疼痛,腳底按壓疼痛",null,"運動員；跑步、爬山等過度運動者。,需要長時間步行、站立的工作者。,4、50歲以上身體機能自然退化。,先天足弓生長異常者，例如扁平足（足弓過小）、空凹足（足弓過大）等。,過於肥胖者，足跟負重過大者。,常穿高跟鞋；或沒有穿對鞋。","骨科,復建科","腳底足弓,腳跟"
骨科與肌肉,痛風,"急性關節炎,腳大姆指關節（或其它關節）紅腫及灼熱劇烈疼痛,多個關節發炎,關節僵直,關節變形,腎臟或軟組織內結石","高血壓,心肌梗塞,心臟病,腦梗塞,泌尿系統結石,腎病變,尿毒症,腦中風,心血管疾病","男性,肥胖,40歲以上,停經婦女,代謝異常,有痛風家族史,酗酒,腎功能不全,高血壓,進食過多富含嘌呤的食物,接觸環境中的鉛,接受過器官移植",風濕免疫科,四肢
骨科與肌肉,龐貝氏症,"四肢活動力差,頭部控制力差,心臟肥大,肝臟腫大,舌頭肥大,呼吸困難,呼吸系統受損,逐漸肌肉無力,行動時感到疲憊,心臟受損,呼吸短促,睡眠中呼吸暫停症候群,嗜睡,早晨性頭痛",─,罹病關鍵來自父母的基因。若父母雙方都是帶因者，生下的子女有25%的機率罹患龐貝氏症。,"需要跨科醫療含(小兒與成人)：,遺傳科,神經科,心臟科,胸腔科,胃腸肝膽科,骨科,復健科,耳鼻喉科",肌肉，不同部位的肌肉功能會因為疾病而逐漸退化。
骨科與肌肉,類風濕性關節炎,"倦怠虛弱,精神不濟,食慾不振,體重減輕,關節紅腫熱痛,晨僵現象關節僵硬,關節變形,肌肉萎縮,皮下結節,類風濕結節,發燒,肌腱炎,肌腱斷裂,滑膜炎",乾眼症,"40歲以上中壯年族群，女性較男性易罹患此病（男女比例約為1：3）。,白種人較黃種人的盛行率為高。,有類風濕性關節炎家族史者，罹病機率會增加。,吸菸者是已知的環境誘發因子。",風濕過敏免疫科,"四肢周邊關節,肌肉,肌腱,皮膚,眼睛,心臟,肺臟,血管,神經"
骨科與肌肉,僵直性脊椎炎,"下背痛,臀部酸痛,胸痛,晨僵,疲勞,體重減輕,手指腳趾腫脹疼痛,運動範圍受限,肌腱或韌帶與骨骼交接處發炎,上下肢關節炎,眼睛紅痛,視力模糊,畏光,駝背",葡萄膜炎,"男性較女性易罹患此病，男女比例約為3：1。,20～40歲的青壯年族群。,有僵直性脊椎炎家族史者，罹病機率會增加。",風濕過敏免疫科,"脊椎,薦腸骨關節,脊椎周邊肌腱韌帶"
骨科與肌肉,拇趾外翻,"腳痛,腳掌不穩,骨骼和關節歪斜,Ｏ型腿,膝蓋痛,肩膀痠痛,腰痛,偏頭痛,自律神經失調",null,"中年女性,長時間穿高跟鞋或尖頭鞋者",骨科、復健科,四肢
骨科與肌肉,腕隧道症候群,"手麻,刺痛,腫脹灼熱,手痠無力,手指動作障礙","大拇指基部肌肉萎縮,神經永久性損傷","長期反覆使用手腕做屈伸動作的人，如工廠作業員、機車族、電腦族、機械技工、木匠、肉販、麵包師傅、洗碗工或家庭主婦等。,五十歲前後的更年期婦女，因體內荷爾蒙變化，導致腕管內肌腱滑膜腫脹而引發。,女性因天生生理構造的差異，腕隧道較細，發病率高出男性三到十倍。,糖尿病患者，易併發各種神經與結締組織病變，包括腕隧道症候群。,孕婦，懷孕期間容易引發全身性水腫，連帶提升腕隧道內的壓力而引發。,過度肥胖者，腕部周邊軟組織較為肥厚，易壓迫到正中神經。,洗腎病患，長期透析病患常會發生類澱粉沉積症，沉著在腕關節後便會併發腕隧道症候群。","復健科,骨科,神經科,一般外科",腕部關節
骨科與肌肉,半月軟骨破裂（半月板破裂）,"膝蓋腫脹,膝蓋僵硬,膝蓋疼痛,膝蓋異常聲響,膝蓋活動不順,蹲下困難,伸直困難","股四頭肌萎縮,退化性關節炎","從事激烈運動，如籃球、足球、柔道等。尤以男性居多。,遭受外力撞擊或車禍外傷，尤其騎機車。,退化性膝關節炎患者。",骨科,膝關節軟骨
